city	day/month/year	temperature	humidity	rainfall	wind_speed	uv_index
Phu Tho	09/11/2024	25.70 °C	85.0%	6.8 mm	7.9 kph	6.0
Hanoi	10/11/2024	25.90 °C	48.0%	0.0 mm	8.3 kph	8.0
Hung Yen	10/11/2024	25.00 °C	49.0%	0.0 mm	10.1 kph	8.0
Ha Nam	10/11/2024	23.60 °C	68.0%	0.0 mm	8.6 kph	7.0
Hoa Binh	10/11/2024	23.70 °C	59.0%	0.0 mm	5.4 kph	7.0
Bac Ninh	10/11/2024	25.10 °C	43.0%	0.0 mm	9.4 kph	8.0
Vinh Phuc	10/11/2024	25.90 °C	48.0%	0.0 mm	8.3 kph	8.0
Phu Tho	10/11/2024	26.20 °C	86.0%	14.5 mm	9.7 kph	7.0
Hanoi	11/11/2024	26.40 °C	51.0%	0.0 mm	13.7 kph	8.0
Hung Yen	11/11/2024	25.40 °C	58.0%	0.0 mm	12.6 kph	8.0
Ha Nam	11/11/2024	24.10 °C	68.0%	0.0 mm	10.8 kph	7.0
Hoa Binh	11/11/2024	24.40 °C	61.0%	0.0 mm	6.8 kph	8.0
Bac Ninh	11/11/2024	25.70 °C	52.0%	0.0 mm	13.0 kph	8.0
Vinh Phuc	11/11/2024	26.40 °C	51.0%	0.0 mm	13.7 kph	8.0
Phu Tho	11/11/2024	25.90 °C	86.0%	3.1 mm	8.6 kph	6.0
Hanoi	12/11/2024	26.90 °C	62.0%	0.0 mm	17.3 kph	8.0
Hung Yen	12/11/2024	25.60 °C	71.0%	0.0 mm	15.1 kph	8.0
Ha Nam	12/11/2024	24.30 °C	79.0%	0.0 mm	9.0 kph	7.0
Hoa Binh	12/11/2024	25.10 °C	71.0%	0.0 mm	9.4 kph	7.0
Bac Ninh	12/11/2024	26.50 °C	65.0%	0.0 mm	18.7 kph	7.0
Vinh Phuc	12/11/2024	26.90 °C	62.0%	0.0 mm	17.3 kph	8.0
Phu Tho	12/11/2024	27.10 °C	82.0%	7.6 mm	8.3 kph	7.0
Hanoi	13/11/2024	26.60 °C	70.0%	0.2 mm	15.5 kph	7.0
Hung Yen	13/11/2024	25.70 °C	75.0%	0.0 mm	18.0 kph	8.0
Ha Nam	13/11/2024	24.80 °C	81.0%	0.0 mm	10.4 kph	6.0
Hoa Binh	13/11/2024	24.90 °C	77.0%	0.1 mm	7.9 kph	6.0
Bac Ninh	13/11/2024	26.00 °C	72.0%	0.0 mm	18.7 kph	7.0
Vinh Phuc	13/11/2024	26.60 °C	70.0%	0.2 mm	15.5 kph	7.0
Phu Tho	13/11/2024	26.80 °C	82.0%	4.1 mm	10.1 kph	7.0
Hanoi	14/11/2024	27.20 °C	70.0%	0.0 mm	15.8 kph	7.0
Hung Yen	14/11/2024	26.10 °C	77.0%	0.1 mm	12.2 kph	7.0
Ha Nam	14/11/2024	25.20 °C	84.0%	0.1 mm	14.4 kph	6.0
Hoa Binh	14/11/2024	25.40 °C	79.0%	0.0 mm	6.1 kph	6.0
Bac Ninh	14/11/2024	26.30 °C	72.0%	0.0 mm	14.4 kph	7.0
Vinh Phuc	14/11/2024	27.20 °C	70.0%	0.0 mm	15.8 kph	7.0
Phu Tho	14/11/2024	26.90 °C	80.0%	0.5 mm	11.9 kph	7.0
Hanoi	15/11/2024	27.80 °C	67.0%	0.0 mm	19.1 kph	8.0
Hung Yen	15/11/2024	26.40 °C	74.0%	0.0 mm	16.9 kph	8.0
Ha Nam	15/11/2024	25.40 °C	85.0%	0.0 mm	15.1 kph	6.0
Hoa Binh	15/11/2024	26.20 °C	78.0%	0.3 mm	7.2 kph	7.0
Bac Ninh	15/11/2024	27.10 °C	69.0%	0.0 mm	19.8 kph	7.0
Vinh Phuc	15/11/2024	27.80 °C	67.0%	0.0 mm	19.1 kph	8.0
Phu Tho	15/11/2024	26.90 °C	84.0%	3.6 mm	12.2 kph	7.0
Hanoi	16/11/2024	27.50 °C	71.0%	0.3 mm	15.5 kph	7.0
Hung Yen	16/11/2024	26.50 °C	74.0%	0.0 mm	14.8 kph	8.0
Ha Nam	16/11/2024	25.70 °C	84.0%	0.0 mm	12.2 kph	6.0
Hoa Binh	16/11/2024	26.00 °C	81.0%	1.4 mm	7.2 kph	7.0
Bac Ninh	16/11/2024	27.30 °C	69.0%	0.1 mm	16.6 kph	7.0
Vinh Phuc	16/11/2024	27.50 °C	71.0%	0.3 mm	15.5 kph	7.0
Phu Tho	16/11/2024	26.60 °C	82.0%	0.7 mm	13.3 kph	7.0
Hanoi	17/11/2024	28.20 °C	62.0%	1.1 mm	18.0 kph	7.0
Hung Yen	17/11/2024	26.60 °C	68.0%	0.2 mm	18.7 kph	8.0
Ha Nam	17/11/2024	26.10 °C	76.0%	1.6 mm	13.7 kph	7.0
Hoa Binh	17/11/2024	25.70 °C	73.0%	3.1 mm	7.2 kph	7.0
Bac Ninh	17/11/2024	27.40 °C	63.0%	0.0 mm	20.5 kph	8.0
Vinh Phuc	17/11/2024	28.20 °C	62.0%	1.1 mm	18.0 kph	7.0
Phu Tho	17/11/2024	26.50 °C	80.0%	0.2 mm	12.6 kph	7.0
Hanoi	18/11/2024	26.20 °C	69.0%	13.4 mm	11.9 kph	6.0
Hung Yen	18/11/2024	25.80 °C	69.0%	2.7 mm	19.1 kph	6.0
Ha Nam	18/11/2024	24.90 °C	79.0%	7.2 mm	19.8 kph	6.0
Hoa Binh	18/11/2024	23.30 °C	81.0%	15.8 mm	8.6 kph	6.0
Bac Ninh	18/11/2024	26.00 °C	66.0%	6.3 mm	13.7 kph	6.0
Vinh Phuc	18/11/2024	26.20 °C	69.0%	13.4 mm	11.9 kph	6.0
Phu Tho	18/11/2024	27.00 °C	76.0%	0.0 mm	10.1 kph	8.0
Hanoi	19/11/2024	25.30 °C	57.0%	0.0 mm	13.0 kph	6.0
Hung Yen	19/11/2024	24.80 °C	60.0%	0.0 mm	14.0 kph	7.0
Ha Nam	19/11/2024	23.90 °C	76.0%	1.7 mm	17.6 kph	6.0
Hoa Binh	19/11/2024	23.60 °C	75.0%	0.6 mm	7.2 kph	6.0
Bac Ninh	19/11/2024	24.60 °C	53.0%	0.0 mm	14.4 kph	7.0
Vinh Phuc	19/11/2024	25.30 °C	57.0%	0.0 mm	13.0 kph	6.0
Phu Tho	19/11/2024	27.10 °C	74.0%	0.0 mm	11.2 kph	7.0
Hanoi	20/11/2024	24.60 °C	52.0%	0.0 mm	19.4 kph	7.0
Hung Yen	20/11/2024	22.90 °C	59.0%	0.0 mm	18.0 kph	7.0
Ha Nam	20/11/2024	23.10 °C	74.0%	0.8 mm	16.6 kph	7.0
Hoa Binh	20/11/2024	23.10 °C	66.0%	0.0 mm	8.6 kph	7.0
Bac Ninh	20/11/2024	22.90 °C	52.0%	0.0 mm	22.3 kph	7.0
Vinh Phuc	20/11/2024	24.60 °C	52.0%	0.0 mm	19.4 kph	7.0
Phu Tho	20/11/2024	27.00 °C	79.0%	3.3 mm	10.8 kph	7.0
Hanoi	21/11/2024	23.40 °C	53.0%	0.0 mm	14.8 kph	7.0
Hung Yen	21/11/2024	22.80 °C	56.0%	0.0 mm	15.5 kph	7.0
Ha Nam	21/11/2024	22.40 °C	71.0%	0.1 mm	14.8 kph	5.0
Hoa Binh	21/11/2024	21.50 °C	68.0%	0.0 mm	7.2 kph	6.0
Bac Ninh	21/11/2024	22.30 °C	53.0%	0.0 mm	14.8 kph	7.0
Vinh Phuc	21/11/2024	23.40 °C	53.0%	0.0 mm	14.8 kph	7.0
Phu Tho	21/11/2024	27.20 °C	80.0%	0.8 mm	10.4 kph	7.0
Hanoi	22/11/2024	23.20 °C	52.0%	0.0 mm	14.4 kph	7.0
Hung Yen	22/11/2024	23.00 °C	54.0%	0.0 mm	15.1 kph	7.0
Ha Nam	22/11/2024	22.10 °C	69.0%	0.0 mm	15.1 kph	5.0
Hoa Binh	22/11/2024	21.50 °C	64.0%	0.0 mm	7.2 kph	7.0
Bac Ninh	22/11/2024	22.40 °C	52.0%	0.0 mm	14.0 kph	7.0
Vinh Phuc	22/11/2024	23.20 °C	52.0%	0.0 mm	14.4 kph	7.0
Phu Tho	22/11/2024	27.40 °C	77.0%	0.2 mm	11.5 kph	7.0
Hanoi	23/11/2024	24.30 °C	56.0%	0.0 mm	20.2 kph	6.0
Hung Yen	23/11/2024	22.90 °C	61.0%	0.0 mm	18.4 kph	6.0
Ha Nam	23/11/2024	23.00 °C	73.0%	1.1 mm	14.0 kph	6.0
Hoa Binh	23/11/2024	22.00 °C	69.0%	0.0 mm	8.3 kph	6.0
Bac Ninh	23/11/2024	23.40 °C	55.0%	0.0 mm	20.2 kph	6.0
Vinh Phuc	23/11/2024	24.30 °C	56.0%	0.0 mm	20.2 kph	6.0
Phu Tho	23/11/2024	27.10 °C	77.0%	0.2 mm	9.4 kph	7.0
Hanoi	24/11/2024	21.70 °C	78.0%	0.8 mm	8.3 kph	5.0
Hung Yen	24/11/2024	22.80 °C	79.0%	5.1 mm	20.5 kph	6.0
Ha Nam	24/11/2024	21.90 °C	86.0%	0.9 mm	7.9 kph	5.0
Hoa Binh	24/11/2024	20.60 °C	88.0%	0.3 mm	4.7 kph	5.0
Bac Ninh	24/11/2024	21.90 °C	75.0%	0.8 mm	9.4 kph	5.0
Vinh Phuc	24/11/2024	21.70 °C	78.0%	0.8 mm	8.3 kph	5.0
Phu Tho	24/11/2024	27.60 °C	74.0%	0.1 mm	11.2 kph	7.0
Hanoi	25/11/2024	23.00 °C	78.0%	1.2 mm	9.0 kph	6.0
Hung Yen	25/11/2024	23.70 °C	79.0%	2.5 mm	17.6 kph	6.0
Ha Nam	25/11/2024	23.50 °C	84.0%	3.4 mm	16.6 kph	6.0
Hoa Binh	25/11/2024	21.80 °C	89.0%	1.4 mm	6.1 kph	5.0
Bac Ninh	25/11/2024	23.00 °C	77.0%	2.4 mm	10.8 kph	6.0
Vinh Phuc	25/11/2024	23.00 °C	78.0%	1.2 mm	9.0 kph	6.0
Phu Tho	25/11/2024	27.80 °C	75.0%	0.4 mm	11.2 kph	7.0
Hanoi	26/11/2024	17.70 °C	75.0%	7.1 mm	27.0 kph	5.0
Hung Yen	26/11/2024	18.10 °C	78.0%	3.8 mm	17.6 kph	5.0
Ha Nam	26/11/2024	18.00 °C	88.0%	9.2 mm	25.6 kph	5.0
Hoa Binh	26/11/2024	16.80 °C	91.0%	7.3 mm	9.7 kph	5.0
Bac Ninh	26/11/2024	17.30 °C	72.0%	2.3 mm	28.8 kph	5.0
Vinh Phuc	26/11/2024	17.70 °C	75.0%	7.1 mm	27.0 kph	5.0
Phu Tho	26/11/2024	27.60 °C	76.0%	0.9 mm	9.4 kph	7.0
Hanoi	27/11/2024	18.70 °C	58.0%	0.1 mm	19.1 kph	4.0
Hung Yen	27/11/2024	18.80 °C	58.0%	0.3 mm	10.8 kph	5.0
Ha Nam	27/11/2024	17.60 °C	72.0%	1.1 mm	16.2 kph	4.0
Hoa Binh	27/11/2024	17.30 °C	78.0%	0.2 mm	6.5 kph	4.0
Bac Ninh	27/11/2024	18.70 °C	51.0%	0.1 mm	22.7 kph	4.0
Vinh Phuc	27/11/2024	18.70 °C	58.0%	0.1 mm	19.1 kph	4.0
Phu Tho	27/11/2024	26.30 °C	75.0%	0.0 mm	8.3 kph	6.0
Hanoi	28/11/2024	20.70 °C	42.0%	0.0 mm	19.8 kph	7.0
Hung Yen	28/11/2024	20.20 °C	46.0%	0.0 mm	10.4 kph	6.0
Ha Nam	28/11/2024	18.90 °C	59.0%	0.0 mm	19.4 kph	6.0
Hoa Binh	28/11/2024	18.80 °C	58.0%	0.0 mm	7.9 kph	6.0
Bac Ninh	28/11/2024	19.90 °C	42.0%	0.0 mm	22.0 kph	6.0
Vinh Phuc	28/11/2024	20.70 °C	42.0%	0.0 mm	19.8 kph	7.0
Phu Tho	28/11/2024	26.40 °C	72.0%	0.3 mm	18.7 kph	7.0
Hanoi	29/11/2024	20.70 °C	37.0%	0.0 mm	14.0 kph	7.0
Hung Yen	29/11/2024	20.00 °C	41.0%	0.0 mm	15.1 kph	7.0
Ha Nam	29/11/2024	19.20 °C	58.0%	0.0 mm	12.2 kph	6.0
Hoa Binh	29/11/2024	18.80 °C	48.0%	0.0 mm	7.2 kph	6.0
Bac Ninh	29/11/2024	19.60 °C	38.0%	0.0 mm	14.0 kph	7.0
Vinh Phuc	29/11/2024	20.70 °C	37.0%	0.0 mm	14.0 kph	7.0
Phu Tho	29/11/2024	25.30 °C	69.0%	0.0 mm	14.4 kph	7.0
Hanoi	30/11/2024	21.40 °C	51.0%	0.0 mm	20.9 kph	7.0
Hung Yen	30/11/2024	20.40 °C	55.0%	0.0 mm	17.6 kph	7.0
Ha Nam	30/11/2024	19.70 °C	65.0%	0.0 mm	13.3 kph	6.0
Hoa Binh	30/11/2024	19.40 °C	61.0%	0.0 mm	9.0 kph	7.0
Bac Ninh	30/11/2024	20.10 °C	49.0%	0.0 mm	24.1 kph	7.0
Vinh Phuc	30/11/2024	21.40 °C	51.0%	0.0 mm	20.9 kph	7.0
Phu Tho	30/11/2024	25.40 °C	69.0%	0.0 mm	11.9 kph	7.0
Hanoi	01/12/2024	21.70 °C	65.0%	0.1 mm	15.1 kph	6.0
Hung Yen	01/12/2024	21.10 °C	71.0%	0.3 mm	15.1 kph	5.0
Ha Nam	01/12/2024	20.90 °C	77.0%	0.0 mm	10.4 kph	6.0
Hoa Binh	01/12/2024	20.40 °C	75.0%	0.0 mm	9.4 kph	5.0
Bac Ninh	01/12/2024	20.50 °C	67.0%	0.0 mm	16.6 kph	5.0
Vinh Phuc	01/12/2024	21.70 °C	65.0%	0.1 mm	15.1 kph	6.0
Phu Tho	01/12/2024	25.70 °C	82.0%	3.4 mm	7.6 kph	6.0
