city	day/month/year	temperature	humidity	rainfall	wind_speed	uv_index
Binh Duong	30/10/2024	24.70 °C	88.0%	28.8 mm	15.5 kph	6.0
Ho Chi Minh City	31/10/2024	26.70 °C	81.0%	1.2 mm	17.6 kph	7.0
Binh Phuoc	31/10/2024	26.70 °C	83.0%	0.8 mm	17.6 kph	7.0
Dong Nai	31/10/2024	23.90 °C	79.0%	0.0 mm	7.6 kph	7.0
Ba Ria Vung Tau	31/10/2024	27.50 °C	81.0%	1.3 mm	21.2 kph	7.0
Tien Giang	31/10/2024	26.90 °C	59.0%	0.0 mm	9.4 kph	8.0
Tay Ninh	31/10/2024	27.50 °C	77.0%	2.8 mm	18.4 kph	7.0
Binh Duong	31/10/2024	24.90 °C	89.0%	49.1 mm	19.1 kph	6.0
Ho Chi Minh City	01/11/2024	26.10 °C	85.0%	5.0 mm	15.1 kph	7.0
Binh Phuoc	01/11/2024	25.80 °C	87.0%	10.3 mm	12.2 kph	6.0
Dong Nai	01/11/2024	24.70 °C	79.0%	0.0 mm	13.0 kph	6.0
Ba Ria Vung Tau	01/11/2024	27.10 °C	82.0%	18.3 mm	20.2 kph	6.0
Tien Giang	01/11/2024	27.50 °C	49.0%	0.0 mm	20.2 kph	8.0
Tay Ninh	01/11/2024	26.40 °C	84.0%	17.9 mm	15.1 kph	7.0
Binh Duong	01/11/2024	24.90 °C	77.0%	0.0 mm	18.7 kph	7.0
Ho Chi Minh City	02/11/2024	24.50 °C	92.0%	6.5 mm	16.2 kph	6.0
Binh Phuoc	02/11/2024	24.10 °C	93.0%	8.4 mm	17.3 kph	6.0
Dong Nai	02/11/2024	23.20 °C	72.0%	0.1 mm	19.1 kph	6.0
Ba Ria Vung Tau	02/11/2024	25.90 °C	85.0%	27.8 mm	27.4 kph	6.0
Tien Giang	02/11/2024	26.00 °C	42.0%	0.0 mm	22.7 kph	8.0
Tay Ninh	02/11/2024	24.90 °C	89.0%	8.9 mm	16.2 kph	6.0
Binh Duong	02/11/2024	24.40 °C	76.0%	0.1 mm	21.6 kph	6.0
Ho Chi Minh City	03/11/2024	25.70 °C	87.0%	8.4 mm	11.9 kph	7.0
Binh Phuoc	03/11/2024	25.10 °C	90.0%	7.8 mm	12.6 kph	6.0
Dong Nai	03/11/2024	22.30 °C	82.0%	21.0 mm	17.6 kph	5.0
Ba Ria Vung Tau	03/11/2024	26.40 °C	83.0%	11.2 mm	18.7 kph	6.0
Tien Giang	03/11/2024	25.40 °C	54.0%	0.0 mm	11.2 kph	8.0
Tay Ninh	03/11/2024	26.60 °C	82.0%	4.0 mm	14.8 kph	6.0
Binh Duong	03/11/2024	23.00 °C	93.0%	144.4 mm	19.4 kph	5.0
Ho Chi Minh City	04/11/2024	26.50 °C	85.0%	15.4 mm	14.8 kph	7.0
Binh Phuoc	04/11/2024	26.10 °C	87.0%	12.3 mm	17.3 kph	7.0
Dong Nai	04/11/2024	22.30 °C	92.0%	69.1 mm	19.8 kph	5.0
Ba Ria Vung Tau	04/11/2024	27.50 °C	80.0%	7.0 mm	30.6 kph	6.0
Tien Giang	04/11/2024	25.10 °C	62.0%	0.0 mm	18.0 kph	6.0
Tay Ninh	04/11/2024	26.80 °C	83.0%	18.2 mm	13.3 kph	7.0
Binh Duong	04/11/2024	24.50 °C	88.0%	9.5 mm	14.4 kph	6.0
Ho Chi Minh City	05/11/2024	26.70 °C	82.0%	14.3 mm	9.0 kph	7.0
Binh Phuoc	05/11/2024	26.50 °C	83.0%	12.9 mm	10.1 kph	7.0
Dong Nai	05/11/2024	21.90 °C	95.0%	134.4 mm	19.4 kph	5.0
Ba Ria Vung Tau	05/11/2024	27.40 °C	79.0%	7.5 mm	23.4 kph	6.0
Tien Giang	05/11/2024	20.90 °C	82.0%	5.3 mm	17.6 kph	5.0
Tay Ninh	05/11/2024	27.10 °C	80.0%	16.9 mm	11.2 kph	7.0
Binh Duong	05/11/2024	24.30 °C	91.0%	91.4 mm	22.7 kph	5.0
Ho Chi Minh City	06/11/2024	26.60 °C	83.0%	9.9 mm	9.0 kph	7.0
Binh Phuoc	06/11/2024	26.50 °C	83.0%	9.1 mm	8.6 kph	7.0
Dong Nai	06/11/2024	20.80 °C	92.0%	36.7 mm	13.3 kph	5.0
Ba Ria Vung Tau	06/11/2024	27.10 °C	78.0%	4.3 mm	19.1 kph	6.0
Tien Giang	06/11/2024	23.10 °C	62.0%	0.3 mm	10.4 kph	6.0
Tay Ninh	06/11/2024	27.00 °C	80.0%	3.6 mm	10.4 kph	7.0
Binh Duong	06/11/2024	24.30 °C	87.0%	39.5 mm	24.1 kph	6.0
Ho Chi Minh City	07/11/2024	26.20 °C	85.0%	13.0 mm	6.1 kph	7.0
Binh Phuoc	07/11/2024	25.80 °C	87.0%	15.1 mm	6.1 kph	6.0
Dong Nai	07/11/2024	21.10 °C	89.0%	13.9 mm	12.6 kph	5.0
Ba Ria Vung Tau	07/11/2024	27.20 °C	77.0%	10.3 mm	20.5 kph	6.0
Tien Giang	07/11/2024	24.40 °C	58.0%	0.0 mm	11.2 kph	6.0
Tay Ninh	07/11/2024	26.60 °C	81.0%	8.8 mm	11.5 kph	7.0
Binh Duong	07/11/2024	24.20 °C	85.0%	23.2 mm	23.8 kph	5.0
Ho Chi Minh City	08/11/2024	25.30 °C	85.0%	0.7 mm	8.3 kph	6.0
Binh Phuoc	08/11/2024	25.50 °C	86.0%	1.7 mm	8.6 kph	6.0
Dong Nai	08/11/2024	22.20 °C	84.0%	4.8 mm	10.4 kph	5.0
Ba Ria Vung Tau	08/11/2024	26.30 °C	80.0%	6.2 mm	13.0 kph	6.0
Tien Giang	08/11/2024	25.10 °C	59.0%	0.0 mm	15.1 kph	7.0
Tay Ninh	08/11/2024	26.00 °C	81.0%	0.3 mm	16.9 kph	6.0
Binh Duong	08/11/2024	23.80 °C	81.0%	4.7 mm	20.5 kph	6.0
Ho Chi Minh City	09/11/2024	25.70 °C	85.0%	6.8 mm	7.9 kph	6.0
Binh Phuoc	09/11/2024	25.80 °C	87.0%	12.6 mm	7.2 kph	7.0
Dong Nai	09/11/2024	21.40 °C	78.0%	0.0 mm	10.1 kph	7.0
Ba Ria Vung Tau	09/11/2024	27.10 °C	80.0%	8.3 mm	28.8 kph	6.0
Tien Giang	09/11/2024	24.90 °C	53.0%	0.0 mm	8.6 kph	8.0
Tay Ninh	09/11/2024	26.40 °C	79.0%	5.1 mm	9.7 kph	6.0
Binh Duong	09/11/2024	23.00 °C	79.0%	0.1 mm	18.4 kph	6.0
Ho Chi Minh City	10/11/2024	26.20 °C	86.0%	14.5 mm	9.7 kph	7.0
Binh Phuoc	10/11/2024	25.90 °C	87.0%	14.3 mm	11.2 kph	7.0
Dong Nai	10/11/2024	22.20 °C	73.0%	0.0 mm	9.4 kph	7.0
Ba Ria Vung Tau	10/11/2024	27.10 °C	79.0%	0.9 mm	28.1 kph	6.0
Tien Giang	10/11/2024	25.90 °C	48.0%	0.0 mm	8.3 kph	8.0
Tay Ninh	10/11/2024	27.30 °C	78.0%	10.9 mm	11.9 kph	7.0
Binh Duong	10/11/2024	23.30 °C	78.0%	0.1 mm	18.0 kph	6.0
Ho Chi Minh City	11/11/2024	25.90 °C	86.0%	3.1 mm	8.6 kph	6.0
Binh Phuoc	11/11/2024	26.30 °C	86.0%	7.5 mm	10.4 kph	6.0
Dong Nai	11/11/2024	23.00 °C	74.0%	0.0 mm	10.4 kph	6.0
Ba Ria Vung Tau	11/11/2024	27.10 °C	80.0%	8.8 mm	20.5 kph	6.0
Tien Giang	11/11/2024	26.40 °C	51.0%	0.0 mm	13.7 kph	8.0
Tay Ninh	11/11/2024	27.50 °C	78.0%	0.8 mm	8.3 kph	7.0
Binh Duong	11/11/2024	24.00 °C	82.0%	1.1 mm	21.2 kph	6.0
Ho Chi Minh City	12/11/2024	27.10 °C	82.0%	7.6 mm	8.3 kph	7.0
Binh Phuoc	12/11/2024	26.80 °C	84.0%	3.4 mm	8.3 kph	7.0
Dong Nai	12/11/2024	23.90 °C	83.0%	0.2 mm	12.2 kph	6.0
Ba Ria Vung Tau	12/11/2024	27.40 °C	80.0%	6.4 mm	13.7 kph	6.0
Tien Giang	12/11/2024	26.90 °C	62.0%	0.0 mm	17.3 kph	8.0
Tay Ninh	12/11/2024	28.30 °C	73.0%	2.2 mm	10.8 kph	7.0
Binh Duong	12/11/2024	24.30 °C	90.0%	15.7 mm	14.4 kph	6.0
Ho Chi Minh City	13/11/2024	26.80 °C	82.0%	4.1 mm	10.1 kph	7.0
Binh Phuoc	13/11/2024	26.80 °C	83.0%	3.4 mm	10.4 kph	7.0
Dong Nai	13/11/2024	24.40 °C	86.0%	0.3 mm	10.1 kph	6.0
Ba Ria Vung Tau	13/11/2024	27.40 °C	78.0%	2.2 mm	17.6 kph	6.0
Tien Giang	13/11/2024	26.60 °C	70.0%	0.2 mm	15.5 kph	7.0
Tay Ninh	13/11/2024	27.90 °C	73.0%	0.7 mm	13.3 kph	7.0
Binh Duong	13/11/2024	24.90 °C	88.0%	6.8 mm	15.5 kph	6.0
Ho Chi Minh City	14/11/2024	26.90 °C	80.0%	0.5 mm	11.9 kph	7.0
Binh Phuoc	14/11/2024	26.70 °C	82.0%	0.1 mm	13.0 kph	7.0
Dong Nai	14/11/2024	24.90 °C	88.0%	0.2 mm	10.8 kph	6.0
Ba Ria Vung Tau	14/11/2024	27.30 °C	80.0%	0.0 mm	24.8 kph	6.0
Tien Giang	14/11/2024	27.20 °C	70.0%	0.0 mm	15.8 kph	7.0
Tay Ninh	14/11/2024	27.80 °C	76.0%	0.0 mm	14.8 kph	8.0
Binh Duong	14/11/2024	25.00 °C	87.0%	0.3 mm	10.4 kph	6.0
Ho Chi Minh City	15/11/2024	26.90 °C	84.0%	3.6 mm	12.2 kph	7.0
Binh Phuoc	15/11/2024	26.80 °C	85.0%	3.6 mm	11.9 kph	7.0
Dong Nai	15/11/2024	25.20 °C	88.0%	0.1 mm	10.4 kph	6.0
Ba Ria Vung Tau	15/11/2024	27.50 °C	81.0%	1.0 mm	22.0 kph	6.0
Tien Giang	15/11/2024	27.80 °C	67.0%	0.0 mm	19.1 kph	8.0
Tay Ninh	15/11/2024	27.80 °C	78.0%	3.3 mm	12.2 kph	7.0
Binh Duong	15/11/2024	24.90 °C	87.0%	0.2 mm	13.3 kph	6.0
Ho Chi Minh City	16/11/2024	26.60 °C	82.0%	0.7 mm	13.3 kph	7.0
Binh Phuoc	16/11/2024	26.70 °C	83.0%	0.5 mm	13.0 kph	7.0
Dong Nai	16/11/2024	25.50 °C	86.0%	1.3 mm	12.6 kph	6.0
Ba Ria Vung Tau	16/11/2024	27.10 °C	79.0%	0.3 mm	24.1 kph	6.0
Tien Giang	16/11/2024	27.50 °C	71.0%	0.3 mm	15.5 kph	7.0
Tay Ninh	16/11/2024	27.90 °C	75.0%	0.2 mm	14.4 kph	7.0
Binh Duong	16/11/2024	24.90 °C	83.0%	0.1 mm	11.2 kph	6.0
Ho Chi Minh City	17/11/2024	26.50 °C	80.0%	0.2 mm	12.6 kph	7.0
Binh Phuoc	17/11/2024	26.30 °C	82.0%	0.4 mm	13.7 kph	7.0
Dong Nai	17/11/2024	25.40 °C	82.0%	1.5 mm	12.6 kph	6.0
Ba Ria Vung Tau	17/11/2024	27.00 °C	79.0%	0.0 mm	28.1 kph	6.0
Tien Giang	17/11/2024	28.20 °C	62.0%	1.1 mm	18.0 kph	7.0
Tay Ninh	17/11/2024	27.60 °C	73.0%	0.0 mm	10.8 kph	8.0
Binh Duong	17/11/2024	24.50 °C	82.0%	0.9 mm	10.1 kph	6.0
Ho Chi Minh City	18/11/2024	27.00 °C	76.0%	0.0 mm	10.1 kph	8.0
Binh Phuoc	18/11/2024	26.70 °C	79.0%	0.0 mm	10.8 kph	8.0
Dong Nai	18/11/2024	24.70 °C	83.0%	15.8 mm	20.9 kph	6.0
Ba Ria Vung Tau	18/11/2024	26.90 °C	78.0%	0.2 mm	25.2 kph	6.0
Tien Giang	18/11/2024	26.20 °C	69.0%	13.4 mm	11.9 kph	6.0
Tay Ninh	18/11/2024	27.60 °C	69.0%	0.0 mm	11.2 kph	8.0
Binh Duong	18/11/2024	24.30 °C	84.0%	16.8 mm	15.8 kph	6.0
Ho Chi Minh City	19/11/2024	27.10 °C	74.0%	0.0 mm	11.2 kph	7.0
Binh Phuoc	19/11/2024	26.70 °C	79.0%	0.1 mm	9.7 kph	7.0
Dong Nai	19/11/2024	24.20 °C	84.0%	17.5 mm	23.8 kph	6.0
Ba Ria Vung Tau	19/11/2024	27.00 °C	78.0%	0.7 mm	28.4 kph	7.0
Tien Giang	19/11/2024	25.30 °C	57.0%	0.0 mm	13.0 kph	6.0
Tay Ninh	19/11/2024	27.60 °C	69.0%	0.0 mm	11.9 kph	8.0
Binh Duong	19/11/2024	24.40 °C	86.0%	31.8 mm	22.0 kph	6.0
Ho Chi Minh City	20/11/2024	27.00 °C	79.0%	3.3 mm	10.8 kph	7.0
Binh Phuoc	20/11/2024	26.80 °C	82.0%	4.2 mm	11.5 kph	7.0
Dong Nai	20/11/2024	22.10 °C	89.0%	13.9 mm	19.8 kph	5.0
Ba Ria Vung Tau	20/11/2024	27.10 °C	80.0%	8.5 mm	38.5 kph	6.0
Tien Giang	20/11/2024	24.60 °C	52.0%	0.0 mm	19.4 kph	7.0
Tay Ninh	20/11/2024	27.90 °C	72.0%	3.4 mm	12.6 kph	7.0
Binh Duong	20/11/2024	23.90 °C	86.0%	1.4 mm	19.8 kph	6.0
Ho Chi Minh City	21/11/2024	27.20 °C	80.0%	0.8 mm	10.4 kph	7.0
Binh Phuoc	21/11/2024	26.60 °C	83.0%	1.4 mm	10.1 kph	7.0
Dong Nai	21/11/2024	21.30 °C	91.0%	16.2 mm	14.8 kph	5.0
Ba Ria Vung Tau	21/11/2024	27.40 °C	78.0%	1.5 mm	27.4 kph	6.0
Tien Giang	21/11/2024	23.40 °C	53.0%	0.0 mm	14.8 kph	7.0
Tay Ninh	21/11/2024	27.70 °C	74.0%	2.3 mm	12.2 kph	7.0
Binh Duong	21/11/2024	24.10 °C	90.0%	52.7 mm	21.2 kph	5.0
Ho Chi Minh City	22/11/2024	27.40 °C	77.0%	0.2 mm	11.5 kph	7.0
Binh Phuoc	22/11/2024	26.90 °C	80.0%	1.2 mm	11.2 kph	7.0
Dong Nai	22/11/2024	20.80 °C	88.0%	12.3 mm	14.8 kph	5.0
Ba Ria Vung Tau	22/11/2024	27.30 °C	79.0%	0.3 mm	33.5 kph	7.0
Tien Giang	22/11/2024	23.20 °C	52.0%	0.0 mm	14.4 kph	7.0
Tay Ninh	22/11/2024	27.90 °C	72.0%	0.0 mm	14.4 kph	8.0
Binh Duong	22/11/2024	24.20 °C	87.0%	41.2 mm	24.1 kph	5.0
Ho Chi Minh City	23/11/2024	27.10 °C	77.0%	0.2 mm	9.4 kph	7.0
Binh Phuoc	23/11/2024	26.60 °C	81.0%	1.1 mm	7.6 kph	7.0
Dong Nai	23/11/2024	21.00 °C	90.0%	7.3 mm	11.5 kph	5.0
Ba Ria Vung Tau	23/11/2024	27.20 °C	78.0%	0.4 mm	24.8 kph	6.0
Tien Giang	23/11/2024	24.30 °C	56.0%	0.0 mm	20.2 kph	6.0
Tay Ninh	23/11/2024	27.70 °C	70.0%	0.0 mm	12.6 kph	8.0
Binh Duong	23/11/2024	23.90 °C	90.0%	37.3 mm	22.0 kph	5.0
Ho Chi Minh City	24/11/2024	27.60 °C	74.0%	0.1 mm	11.2 kph	7.0
Binh Phuoc	24/11/2024	27.20 °C	77.0%	0.0 mm	14.0 kph	7.0
Dong Nai	24/11/2024	22.10 °C	89.0%	1.1 mm	13.7 kph	5.0
Ba Ria Vung Tau	24/11/2024	27.40 °C	78.0%	0.0 mm	34.9 kph	7.0
Tien Giang	24/11/2024	21.70 °C	78.0%	0.8 mm	8.3 kph	5.0
Tay Ninh	24/11/2024	27.70 °C	70.0%	1.2 mm	13.3 kph	8.0
Binh Duong	24/11/2024	24.20 °C	91.0%	55.2 mm	19.8 kph	5.0
Ho Chi Minh City	25/11/2024	27.80 °C	75.0%	0.4 mm	11.2 kph	7.0
Binh Phuoc	25/11/2024	27.30 °C	77.0%	0.5 mm	13.0 kph	7.0
Dong Nai	25/11/2024	22.80 °C	88.0%	0.5 mm	11.2 kph	5.0
Ba Ria Vung Tau	25/11/2024	27.60 °C	78.0%	0.0 mm	33.8 kph	7.0
Tien Giang	25/11/2024	23.00 °C	78.0%	1.2 mm	9.0 kph	6.0
Tay Ninh	25/11/2024	28.10 °C	73.0%	0.2 mm	11.9 kph	7.0
Binh Duong	25/11/2024	24.80 °C	86.0%	8.5 mm	9.0 kph	6.0
Ho Chi Minh City	26/11/2024	27.60 °C	76.0%	0.9 mm	9.4 kph	7.0
Binh Phuoc	26/11/2024	26.90 °C	80.0%	1.2 mm	8.6 kph	7.0
Dong Nai	26/11/2024	20.40 °C	93.0%	27.2 mm	21.6 kph	5.0
Ba Ria Vung Tau	26/11/2024	27.70 °C	76.0%	0.2 mm	30.6 kph	7.0
Tien Giang	26/11/2024	17.70 °C	75.0%	7.1 mm	27.0 kph	5.0
Tay Ninh	26/11/2024	28.00 °C	71.0%	0.0 mm	11.2 kph	8.0
Binh Duong	26/11/2024	24.10 °C	88.0%	22.3 mm	20.2 kph	6.0
Ho Chi Minh City	27/11/2024	26.30 °C	75.0%	0.0 mm	8.3 kph	6.0
Binh Phuoc	27/11/2024	25.90 °C	80.0%	0.2 mm	8.3 kph	6.0
Dong Nai	27/11/2024	18.30 °C	89.0%	13.2 mm	21.6 kph	4.0
Ba Ria Vung Tau	27/11/2024	27.30 °C	77.0%	0.7 mm	28.1 kph	6.0
Tien Giang	27/11/2024	18.70 °C	58.0%	0.1 mm	19.1 kph	4.0
Tay Ninh	27/11/2024	26.70 °C	71.0%	0.0 mm	17.6 kph	8.0
Binh Duong	27/11/2024	23.80 °C	88.0%	37.3 mm	31.3 kph	5.0
Ho Chi Minh City	28/11/2024	26.40 °C	72.0%	0.3 mm	18.7 kph	7.0
Binh Phuoc	28/11/2024	26.00 °C	77.0%	1.0 mm	13.3 kph	7.0
Dong Nai	28/11/2024	18.60 °C	79.0%	1.7 mm	16.2 kph	4.0
Ba Ria Vung Tau	28/11/2024	27.20 °C	76.0%	3.6 mm	33.1 kph	6.0
Tien Giang	28/11/2024	20.70 °C	42.0%	0.0 mm	19.8 kph	7.0
Tay Ninh	28/11/2024	27.10 °C	66.0%	0.0 mm	30.6 kph	7.0
Binh Duong	28/11/2024	22.30 °C	82.0%	8.6 mm	29.2 kph	5.0
Ho Chi Minh City	29/11/2024	25.30 °C	69.0%	0.0 mm	14.4 kph	7.0
Binh Phuoc	29/11/2024	24.80 °C	73.0%	0.0 mm	13.0 kph	7.0
Dong Nai	29/11/2024	19.70 °C	71.0%	0.2 mm	19.1 kph	5.0
Ba Ria Vung Tau	29/11/2024	25.60 °C	74.0%	0.0 mm	16.2 kph	6.0
Tien Giang	29/11/2024	20.70 °C	37.0%	0.0 mm	14.0 kph	7.0
Tay Ninh	29/11/2024	26.30 °C	61.0%	0.0 mm	22.3 kph	8.0
Binh Duong	29/11/2024	21.70 °C	74.0%	2.0 mm	20.2 kph	5.0
Ho Chi Minh City	30/11/2024	25.40 °C	69.0%	0.0 mm	11.9 kph	7.0
Binh Phuoc	30/11/2024	25.00 °C	73.0%	0.0 mm	12.2 kph	7.0
Dong Nai	30/11/2024	18.80 °C	77.0%	0.0 mm	11.2 kph	5.0
Ba Ria Vung Tau	30/11/2024	25.50 °C	74.0%	0.4 mm	15.8 kph	6.0
Tien Giang	30/11/2024	21.40 °C	51.0%	0.0 mm	20.9 kph	7.0
Tay Ninh	30/11/2024	25.90 °C	62.0%	0.0 mm	16.6 kph	8.0
Binh Duong	30/11/2024	21.80 °C	80.0%	3.1 mm	14.0 kph	5.0
Ho Chi Minh City	01/12/2024	25.70 °C	82.0%	3.4 mm	7.6 kph	6.0
Binh Phuoc	01/12/2024	25.00 °C	88.0%	4.7 mm	7.9 kph	6.0
Dong Nai	01/12/2024	20.20 °C	84.0%	0.0 mm	9.0 kph	5.0
Ba Ria Vung Tau	01/12/2024	25.90 °C	83.0%	6.3 mm	16.6 kph	6.0
Tien Giang	01/12/2024	21.70 °C	65.0%	0.1 mm	15.1 kph	6.0
Tay Ninh	01/12/2024	26.50 °C	71.0%	2.1 mm	9.7 kph	6.0
Binh Duong	01/12/2024	22.70 °C	84.0%	1.6 mm	10.4 kph	5.0
